ZipCode,City,State,Latitude,Longitude,Classification,Population
"00501","HOLTSVILLE","NY","40.8179","-73.0453","U","0"
"00544","HOLTSVILLE","NY","40.7888","-73.0394","U","0"
"00601","ADJUNTAS","PR","18.1967","-66.7367","","18570"
"00602","AGUADA","PR","18.3529","-67.1775","","41520"
"00603","AGUADILLA","PR","18.4586","-67.1299","","54689"
"00604","AGUADILLA","PR","18.4888","-67.1477","P","0"
"00605","AGUADILLA","PR","18.4289","-67.1538","P","0"
"00606","MARICAO","PR","18.1667","-66.9392","","6615"
"00610","ANASCO","PR","18.2946","-67.1300","","29016"
"00611","ANGELES","PR","18.2856","-66.9698","P","0"
"00612","ARECIBO","PR","18.3880","-66.6653","","67010"
"00613","ARECIBO","PR","18.4744","-66.7163","P","0"
"00614","ARECIBO","PR","18.4744","-66.7163","P","0"
"00616","BAJADERO","PR","18.4055","-66.6712","","11017"
"00617","BARCELONETA","PR","18.4298","-66.5581","","24597"
"00622","BOQUERON","PR","17.9929","-67.1537","","7853"
"00623","CABO ROJO","PR","18.0402","-67.1466","","43061"
"00624","PENUELAS","PR","18.0728","-66.7248","","26241"
"00627","CAMUY","PR","18.4252","-66.8678","","35159"
"00631","CASTANER","PR","18.2246","-66.8678","P","1852"
"00636","ROSARIO","PR","18.1647","-67.0797","P","0"
"00637","SABANA GRANDE","PR","18.0776","-66.9392","","25287"
"00638","CIALES","PR","18.2997","-66.4986","","18941"
"00641","UTUADO","PR","18.2797","-66.6891","","31191"
"00646","DORADO","PR","18.4591","-66.2724","","38199"
"00647","ENSENADA","PR","17.9725","-66.9452","","6172"
"00650","FLORIDA","PR","18.3630","-66.5581","","14998"
"00652","GARROCHALES","PR","18.4519","-66.5998","","4715"
"00653","GUANICA","PR","17.9825","-66.8916","","13307"
"00656","GUAYANILLA","PR","18.0373","-66.7963","","21481"
"00659","HATILLO","PR","18.4160","-66.7963","","41953"
"00660","HORMIGUEROS","PR","18.1382","-67.1120","","17250"
"00662","ISABELA","PR","18.4561","-67.0226","","43282"
"00664","JAYUYA","PR","18.2103","-66.5819","","16784"
"00667","LAJAS","PR","18.0100","-67.0226","","25968"
"00669","LARES","PR","18.2914","-66.8678","","29744"
"00670","LAS MARIAS","PR","18.2396","-66.9869","","9807"
"00674","MANATI","PR","18.4332","-66.4986","","44457"
"00676","MOCA","PR","18.3856","-67.0822","","40316"
"00677","RINCON","PR","18.3317","-67.2312","","15272"
"00678","QUEBRADILLAS","PR","18.4313","-66.9154","","27819"
"00680","MAYAGUEZ","PR","18.2100","-67.1060","","58140"
"00681","MAYAGUEZ","PR","18.1211","-67.0824","P","0"
"00682","MAYAGUEZ","PR","18.2208","-67.1477","","32615"
"00683","SAN GERMAN","PR","18.0992","-67.0226","","33772"
"00685","SAN SEBASTIAN","PR","18.3162","-66.9750","","42831"
"00687","MOROVIS","PR","18.3222","-66.4152","","32610"
"00688","SABANA HOYOS","PR","18.3500","-66.6296","","13543"
"00690","SAN ANTONIO","PR","18.5019","-67.0971","","6255"
"00692","VEGA ALTA","PR","18.4018","-66.3438","","37511"
"00693","VEGA BAJA","PR","18.4207","-66.4033","","61038"
"00694","VEGA BAJA","PR","18.4465","-66.3884","P","328"
"00698","YAUCO","PR","18.0909","-66.8678","","41782"
"00703","AGUAS BUENAS","PR","18.2626","-66.1296","","28605"
"00704","AGUIRRE","PR","17.9802","-66.2189","","8577"
"00705","AIBONITO","PR","18.1354","-66.2605","","25598"
"00707","MAUNABO","PR","18.0127","-65.9155","","12225"
"00714","ARROYO","PR","17.9871","-66.0582","","19566"
"00715","MERCEDITA","PR","18.0071","-66.5581","","3656"
"00716","PONCE","PR","17.9877","-66.6236","","33779"
"00717","PONCE","PR","18.0004","-66.6147","","18457"
"00718","NAGUABO","PR","18.2501","-65.7847","","26606"
"00719","NARANJITO","PR","18.2782","-66.2486","","30990"
"00720","OROCOVIS","PR","18.2045","-66.4510","","23129"
"00721","PALMER","PR","18.3018","-66.0800","P","0"
"00723","PATILLAS","PR","18.0252","-66.0107","","19277"
"00725","CAGUAS","PR","18.2056","-66.0345","","89374"
"00726","CAGUAS","PR","18.2364","-66.0489","P","0"
"00727","CAGUAS","PR","18.2167","-66.0553","","58382"
"00728","PONCE","PR","18.0192","-66.6534","","44908"
"00729","CANOVANAS","PR","18.3419","-65.8917","","53750"
"00730","PONCE","PR","18.0321","-66.6236","","35742"
"00731","PONCE","PR","18.0956","-66.6415","","15524"
"00732","PONCE","PR","18.0133","-66.6146","P","0"
"00733","PONCE","PR","18.0133","-66.6146","P","0"
"00734","PONCE","PR","18.0133","-66.6146","P","0"
"00735","CEIBA","PR","18.2436","-65.6540","","13730"
"00736","CAYEY","PR","18.0786","-66.1653","","51532"
"00737","CAYEY","PR","18.1138","-66.1667","P","0"
"00738","FAJARDO","PR","18.3100","-65.6540","","34922"
"00739","CIDRA","PR","18.1769","-66.1534","","39678"
"00740","PUERTO REAL","PR","18.3384","-65.6338","","2071"
"00741","PUNTA SANTIAGO","PR","18.1646","-65.7669","","4971"
"00742","ROOSEVELT ROADS","PR","18.2666","-65.6482","","0"
"00744","RIO BLANCO","PR","18.2202","-65.7902","P","0"
"00745","RIO GRANDE","PR","18.3451","-65.8323","","55062"
"00751","SALINAS","PR","18.0022","-66.2605","","23129"
"00754","SAN LORENZO","PR","18.1424","-65.9750","","40828"
"00757","SANTA ISABEL","PR","17.9858","-66.3914","","23263"
"00765","VIEQUES","PR","18.1263","-65.4401","","9098"
"00766","VILLALBA","PR","18.1300","-66.4743","","26488"
"00767","YABUCOA","PR","18.0688","-65.9031","","38019"
"00769","COAMO","PR","18.0960","-66.3510","","40248"
"00771","LAS PIEDRAS","PR","18.1964","-65.8720","","38394"
"00772","LOIZA","PR","18.4194","-65.9109","","23105"
"00773","LUQUILLO","PR","18.3388","-65.7201","","20068"
"00775","CULEBRA","PR","18.3137","-65.2942","P","1786"
"00777","JUNCOS","PR","18.2065","-65.9017","","40684"
"00778","GURABO","PR","18.2589","-65.9746","","45429"
"00780","COTO LAUREL","PR","18.0711","-66.5629","","13800"
"00782","COMERIO","PR","18.2250","-66.2198","","19304"
"00783","COROZAL","PR","18.3046","-66.3305","","36557"
"00784","GUAYAMA","PR","18.0180","-66.1333","","44637"
"00785","GUAYAMA","PR","17.9800","-66.1101","P","0"
"00786","LA PLATA","PR","18.1564","-66.2336","P","357"
"00791","HUMACAO","PR","18.1380","-65.8190","","53417"
"00792","HUMACAO","PR","18.1519","-65.8279","P","0"
"00794","BARRANQUITAS","PR","18.2008","-66.3070","","30585"
"00795","JUANA DIAZ","PR","18.0173","-66.4933","","48736"
"00801","ST THOMAS","VI","18.3436","-64.9314","P","0"
"00802","ST THOMAS","VI","18.3436","-64.9322","","0"
"00803","ST THOMAS","VI","18.3436","-64.9314","P","0"
"00804","ST THOMAS","VI","18.3436","-64.9314","P","0"
"00805","ST THOMAS","VI","18.3436","-64.9314","P","0"
"00820","CHRISTIANSTED","VI","17.7454","-64.7034","","0"
"00821","CHRISTIANSTED","VI","17.7488","-64.7039","P","0"
"00822","CHRISTIANSTED","VI","17.7488","-64.7039","P","0"
"00823","CHRISTIANSTED","VI","17.7488","-64.7039","P","0"
"00824","CHRISTIANSTED","VI","17.7488","-64.7039","P","0"
"00830","ST JOHN","VI","18.3282","-64.7407","","0"
"00831","ST JOHN","VI","18.3333","-64.7943","P","0"
"00840","FREDERIKSTED","VI","17.7124","-64.8822","","0"
"00841","FREDERIKSTED","VI","17.7147","-64.8818","P","0"
"00850","KINGSHILL","VI","17.7230","-64.7830","","0"
"00851","KINGSHILL","VI","17.7253","-64.7836","P","0"
"00901","SAN JUAN","PR","18.4654","-66.1044","","7080"
"00902","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00906","SAN JUAN","PR","18.4646","-66.1008","P","4"
"00907","SAN JUAN","PR","18.4519","-66.0850","","17458"
"00908","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00909","SAN JUAN","PR","18.4411","-66.0661","","6230"
"00910","SAN JUAN","PR","18.4500","-66.0700","P","0"
"00911","SAN JUAN","PR","18.4514","-66.0579","","8623"
"00912","SAN JUAN","PR","18.4454","-66.0611","","6801"
"00913","SAN JUAN","PR","18.4504","-66.0444","","9312"
"00914","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00915","SAN JUAN","PR","18.4372","-66.0446","","32820"
"00916","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00917","SAN JUAN","PR","18.4212","-66.0494","","21053"
"00918","SAN JUAN","PR","18.4237","-66.0674","","18056"
"00919","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00920","SAN JUAN","PR","18.4161","-66.0896","","17893"
"00921","SAN JUAN","PR","18.3905","-66.0884","","37763"
"00922","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00923","SAN JUAN","PR","18.4114","-66.0340","","29086"
"00924","SAN JUAN","PR","18.4006","-66.0050","","56691"
"00925","SAN JUAN","PR","18.4033","-66.0478","","8696"
"00926","SAN JUAN","PR","18.3465","-66.0625","","108862"
"00927","SAN JUAN","PR","18.3876","-66.0720","","14936"
"00928","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00929","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00930","SAN JUAN","PR","18.4500","-66.0600","P","0"
"00931","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00933","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00934","FORT BUCHANAN","PR","18.4130","-66.1198","","288"
"00935","SAN JUAN","PR","18.4683","-66.1061","U","0"
"00936","SAN JUAN","PR","18.4683","-66.1061","P","681"
"00937","SAN JUAN","PR","18.4683","-66.1061","P","0"
"00939","SAN JUAN","PR","18.4683","-66.1061","U","0"
"00940","SAN JUAN","PR","18.4662","-66.1057","P","0"
"00949","TOA BAJA","PR","18.4327","-66.1991","","82278"
"00950","TOA BAJA","PR","18.4445","-66.2550","P","9"
"00951","TOA BAJA","PR","18.4456","-66.2600","P","35"
"00952","SABANA SECA","PR","18.4284","-66.1804","","10008"
"00953","TOA ALTA","PR","18.3578","-66.2581","","73014"
"00954","TOA ALTA","PR","18.3905","-66.2487","P","0"
"00955","SAN JUAN","PR","18.4697","-66.1179","P","0"
"00956","BAYAMON","PR","18.3230","-66.1730","","79304"
"00957","BAYAMON","PR","18.3672","-66.1851","","45680"
"00958","BAYAMON","PR","18.4008","-66.1589","P","0"
"00959","BAYAMON","PR","18.3925","-66.1582","","50560"
"00960","BAYAMON","PR","18.3931","-66.1548","P","1779"
"00961","BAYAMON","PR","18.4131","-66.1612","","32429"
"00962","CATANO","PR","18.4418","-66.1402","","22491"
"00963","CATANO","PR","18.1103","-66.1700","P","0"
"00965","GUAYNABO","PR","18.4300","-66.1199","","9134"
"00966","GUAYNABO","PR","18.3978","-66.1161","","16676"
"00968","GUAYNABO","PR","18.4140","-66.1084","","3478"
"00969","GUAYNABO","PR","18.3310","-66.1123","","42219"
"00970","GUAYNABO","PR","18.3592","-66.1103","P","0"
"00971","GUAYNABO","PR","18.3302","-66.1145","","30986"
"00975","SAN JUAN","PR","18.4683","-66.1064","U","0"
"00976","TRUJILLO ALTO","PR","18.3370","-65.9900","","65136"
"00977","TRUJILLO ALTO","PR","18.3569","-66.0076","P","0"
"00978","SAINT JUST","PR","18.3703","-66.0123","P","0"
"00979","CAROLINA","PR","18.4384","-66.0118","","17030"
"00981","CAROLINA","PR","18.4683","-66.1064","P","0"
"00982","CAROLINA","PR","18.4099","-65.9976","","16428"
"00983","CAROLINA","PR","18.4156","-65.9777","","39234"
"00984","CAROLINA","PR","18.3828","-65.9578","P","0"
"00985","CAROLINA","PR","18.4062","-65.9439","","36553"
"00986","CAROLINA","PR","18.3828","-65.9578","P","0"
"00987","CAROLINA","PR","18.3311","-65.9503","","63661"
"00988","CAROLINA","PR","18.3828","-65.9578","P","0"
"01001","AGAWAM","MA","42.0658","-72.6209","","16769"
"01002","AMHERST","MA","42.3729","-72.4509","","29049"
"01003","AMHERST","MA","42.3912","-72.5243","","10372"
"01004","AMHERST","MA","42.3736","-72.5209","P","0"
"01005","BARRE","MA","42.4208","-72.1062","","5079"
"01007","BELCHERTOWN","MA","42.2748","-72.4019","","14649"
"01008","BLANDFORD","MA","42.1870","-72.9561","","1263"
"01009","BONDSVILLE","MA","42.2075","-72.3496","P","741"
"01010","BRIMFIELD","MA","42.1266","-72.2046","","3609"
"01011","CHESTER","MA","42.2686","-72.9808","","1370"
"01012","CHESTERFIELD","MA","42.3654","-72.8199","","661"
"01013","CHICOPEE","MA","42.1608","-72.6034","","23188"
"01014","CHICOPEE","MA","42.1486","-72.6085","P","0"
"01020","CHICOPEE","MA","42.1776","-72.5626","","29668"
"01021","CHICOPEE","MA","42.1486","-72.6085","P","0"
"01022","CHICOPEE","MA","42.1956","-72.5425","","2451"
"01026","CUMMINGTON","MA","42.4410","-72.9156","","946"
"01027","EASTHAMPTON","MA","42.2929","-72.7176","","17660"
"01028","EAST LONGMEADOW","MA","42.0617","-72.4988","","15720"
"01029","EAST OTIS","MA","42.1920","-73.0453","P","789"
"01030","FEEDING HILLS","MA","42.0705","-72.6752","","11669"
"01031","GILBERTVILLE","MA","42.3611","-72.2038","","1308"
"01032","GOSHEN","MA","42.4545","-72.8267","","570"
"01033","GRANBY","MA","42.2579","-72.5057","","6227"
"01034","GRANVILLE","MA","42.0924","-72.9497","","2021"
"01035","HADLEY","MA","42.3563","-72.5850","","5250"
"01036","HAMPDEN","MA","42.0730","-72.4166","","5109"
"01037","HARDWICK","MA","42.3787","-72.1922","P","838"
"01038","HATFIELD","MA","42.3863","-72.6059","","2545"
"01039","HAYDENVILLE","MA","42.4112","-72.6889","","1336"
"01040","HOLYOKE","MA","42.2227","-72.6405","","39880"
"01041","HOLYOKE","MA","42.2043","-72.6167","P","0"
"01050","HUNTINGTON","MA","42.2709","-72.9032","","2530"
"01053","LEEDS","MA","42.3522","-72.7155","","1685"
"01054","LEVERETT","MA","42.4754","-72.4876","","1851"
"01056","LUDLOW","MA","42.1920","-72.4587","","21103"
"01057","MONSON","MA","42.0955","-72.3129","","8534"
"01059","NORTH AMHERST","MA","42.3738","-72.5205","P","0"
"01060","NORTHAMPTON","MA","42.3296","-72.6251","","15284"
"01061","NORTHAMPTON","MA","42.3251","-72.6418","P","0"
"01062","FLORENCE","MA","42.3301","-72.6927","","11150"
"01062","NORTHAMPTON","MA","42.3301","-72.6927","","11150"
"01063","NORTHAMPTON","MA","42.3182","-72.6377","U","430"
"01066","NORTH HATFIELD","MA","42.4107","-72.6253","P","64"
"01068","OAKHAM","MA","42.3533","-72.0514","","1902"
"01069","PALMER","MA","42.1921","-72.3077","","8469"
"01070","PLAINFIELD","MA","42.5196","-72.9252","","629"
"01071","RUSSELL","MA","42.1692","-72.8545","","1596"
"01072","SHUTESBURY","MA","42.4630","-72.4200","","1478"
"01073","SOUTHAMPTON","MA","42.2306","-72.7410","","5792"
"01074","SOUTH BARRE","MA","42.3824","-72.0998","P","319"
"01075","SOUTH HADLEY","MA","42.2586","-72.5759","","17527"
"01077","SOUTHWICK","MA","42.0499","-72.7722","","9502"
"01079","THORNDIKE","MA","42.1968","-72.3271","P","692"
"01080","THREE RIVERS","MA","42.1783","-72.3705","","2334"
"01081","WALES","MA","42.0618","-72.2314","","1698"
"01082","WARE","MA","42.2889","-72.2776","","10322"
"01083","WARREN","MA","42.2030","-72.1974","P","2888"
"01084","WEST CHESTERFIELD","MA","42.3868","-72.8794","","176"
"01085","WESTFIELD","MA","42.1627","-72.7714","","41117"
"01086","WESTFIELD","MA","42.1253","-72.7501","P","687"
"01088","WEST HATFIELD","MA","42.3887","-72.6466","","670"
"01089","WEST SPRINGFIELD","MA","42.1257","-72.6417","","28391"
"01090","WEST SPRINGFIELD","MA","42.1068","-72.6206","P","0"
"01092","WEST WARREN","MA","42.2024","-72.2217","P","1394"
"01093","WHATELY","MA","42.4399","-72.6353","P","325"
"01094","WHEELWRIGHT","MA","42.3517","-72.1405","P","351"
"01095","WILBRAHAM","MA","42.1347","-72.4322","","14319"
"01096","WILLIAMSBURG","MA","42.4361","-72.7701","","2217"
"01097","WORONOCO","MA","42.1594","-72.8751","P","111"
"01098","WORTHINGTON","MA","42.3902","-72.9472","","1101"
"01101","SPRINGFIELD","MA","42.1057","-72.5981","P","0"
"01102","SPRINGFIELD","MA","42.1015","-72.5905","P","0"
"01103","SPRINGFIELD","MA","42.1034","-72.5906","","2479"
"01104","SPRINGFIELD","MA","42.1295","-72.5692","","22865"
"01105","SPRINGFIELD","MA","42.1010","-72.5816","","12350"
"01106","LONGMEADOW","MA","42.0506","-72.5659","","16021"
"01107","SPRINGFIELD","MA","42.1213","-72.6089","","11611"
"01108","SPRINGFIELD","MA","42.0811","-72.5578","","26688"
"01109","SPRINGFIELD","MA","42.1187","-72.5490","","30250"
"01111","SPRINGFIELD","MA","42.1015","-72.5905","U","0"
"01115","SPRINGFIELD","MA","42.1015","-72.5905","P","0"
"01116","LONGMEADOW","MA","42.0647","-72.5131","P","0"
"01118","SPRINGFIELD","MA","42.0956","-72.5243","","14071"
"01119","SPRINGFIELD","MA","42.1225","-72.5115","","14152"
"01128","SPRINGFIELD","MA","42.0958","-72.4856","","2631"
"01129","SPRINGFIELD","MA","42.1210","-72.4879","","7019"
"01138","SPRINGFIELD","MA","42.1015","-72.5905","P","0"
"01139","SPRINGFIELD","MA","42.1015","-72.5905","P","0"
"01144","SPRINGFIELD","MA","42.1032","-72.5916","","0"
"01151","INDIAN ORCHARD","MA","42.1513","-72.5105","","8698"
"01152","SPRINGFIELD","MA","42.1028","-72.5921","","0"
"01199","SPRINGFIELD","MA","42.1015","-72.5905","U","0"
"01201","PITTSFIELD","MA","42.4665","-73.2894","","46504"
"01202","PITTSFIELD","MA","42.4501","-73.2456","P","0"
"01203","PITTSFIELD","MA","42.4501","-73.2456","P","0"
"01220","ADAMS","MA","42.6271","-73.1187","","8603"
"01222","ASHLEY FALLS","MA","42.0654","-73.3165","","829"
"01223","BECKET","MA","42.3241","-73.1309","","2314"
"01224","BERKSHIRE","MA","42.5035","-73.2021","","182"
"01225","CHESHIRE","MA","42.5582","-73.1479","","3117"
"01226","DALTON","MA","42.4766","-73.1467","","6945"
"01227","DALTON","MA","42.4739","-73.1667","P","0"
"01229","GLENDALE","MA","42.2836","-73.3445","P","95"
"01230","GREAT BARRINGTON","MA","42.1712","-73.3303","","8430"
"01235","HINSDALE","MA","42.3959","-73.0763","","2766"
"01236","HOUSATONIC","MA","42.2631","-73.3835","","1509"
"01237","LANESBOROUGH","MA","42.5607","-73.2444","","2496"
"01238","LEE","MA","42.2880","-73.2069","","6047"
"01240","LENOX","MA","42.3665","-73.2711","","4534"
"01242","LENOX DALE","MA","42.3394","-73.2467","P","476"
"01243","MIDDLEFIELD","MA","42.3481","-73.0027","P","334"
"01244","MILL RIVER","MA","42.1373","-73.1953","P","151"
"01245","MONTEREY","MA","42.1798","-73.1969","","985"
"01247","NORTH ADAMS","MA","42.6956","-73.0880","","16087"
"01252","NORTH EGREMONT","MA","42.1967","-73.4386","","0"
"01253","OTIS","MA","42.1955","-73.0945","","731"
"01254","RICHMOND","MA","42.3791","-73.3659","","972"
"01255","SANDISFIELD","MA","42.1135","-73.1200","","915"
"01256","SAVOY","MA","42.5896","-73.0230","","692"
"01257","SHEFFIELD","MA","42.1039","-73.3677","","2121"
"01258","SOUTH EGREMONT","MA","42.1022","-73.4641","P","374"
"01259","SOUTHFIELD","MA","42.0792","-73.2382","","635"
"01260","SOUTH LEE","MA","42.2775","-73.2778","P","240"
"01262","STOCKBRIDGE","MA","42.2968","-73.3259","P","1238"
"01263","STOCKBRIDGE","MA","42.2878","-73.3208","U","0"
"01264","TYRINGHAM","MA","42.2265","-73.1976","P","137"
"01266","WEST STOCKBRIDGE","MA","42.2887","-73.3778","","1463"
"01267","WILLIAMSTOWN","MA","42.6423","-73.2526","","7989"
"01270","WINDSOR","MA","42.5131","-73.0502","","778"
"01301","GREENFIELD","MA","42.6319","-72.5974","","17700"
"01302","GREENFIELD","MA","42.5878","-72.6003","P","0"
"01330","ASHFIELD","MA","42.5259","-72.8093","","1506"
"01331","ATHOL","MA","42.5607","-72.1839","","13263"
"01337","BERNARDSTON","MA","42.6901","-72.5851","","2596"
"01338","BUCKLAND","MA","42.5800","-72.8003","","187"
"01339","CHARLEMONT","MA","42.6317","-72.8781","","1438"
"01340","COLRAIN","MA","42.6753","-72.7408","","1701"
"01341","CONWAY","MA","42.5097","-72.6990","","1833"
"01342","DEERFIELD","MA","42.5400","-72.6184","","1492"
"01343","DRURY","MA","42.6517","-72.9908","","75"
"01344","ERVING","MA","42.6089","-72.4246","","1498"
"01346","HEATH","MA","42.6657","-72.8333","","533"
"01347","LAKE PLEASANT","MA","42.5567","-72.5186","P","166"
"01349","MILLERS FALLS","MA","42.5739","-72.4842","","1091"
"01350","MONROE BRIDGE","MA","42.7212","-72.9752","P","121"
"01351","MONTAGUE","MA","42.5482","-72.5112","","2270"
"01354","GILL","MA","42.6384","-72.5095","","1500"
"01355","NEW SALEM","MA","42.4260","-72.3164","","878"
"01360","NORTHFIELD","MA","42.6665","-72.4469","","3032"
"01364","ORANGE","MA","42.6205","-72.2944","","7969"
"01366","PETERSHAM","MA","42.4459","-72.2135","","1277"
"01367","ROWE","MA","42.6959","-72.9349","","522"
"01368","ROYALSTON","MA","42.6705","-72.1970","","1261"
"01370","SHELBURNE FALLS","MA","42.6014","-72.7391","","4084"
"01373","SOUTH DEERFIELD","MA","42.4649","-72.6172","","4600"
"01375","SUNDERLAND","MA","42.4661","-72.5555","","3684"
"01376","TURNERS FALLS","MA","42.5934","-72.5400","","5247"
"01378","WARWICK","MA","42.6663","-72.3449","","774"
"01379","WENDELL","MA","42.5547","-72.4083","","813"
"01380","WENDELL DEPOT","MA","42.5884","-72.3960","","0"
"01420","FITCHBURG","MA","42.5828","-71.8066","","40337"
"01430","ASHBURNHAM","MA","42.6557","-71.9220","","6089"
"01431","ASHBY","MA","42.6736","-71.8343","","3074"
"01432","AYER","MA","42.5629","-71.5688","","7089"
"01434","DEVENS","MA","42.5350","-71.6115","","1795"
"01436","BALDWINVILLE","MA","42.6001","-72.0863","","3336"
"01438","EAST TEMPLETON","MA","42.5651","-72.0316","P","559"
"01440","GARDNER","MA","42.5900","-71.9861","","20347"
"01441","WESTMINSTER","MA","42.5750","-71.9988","U","0"
"01450","GROTON","MA","42.6162","-71.5768","","10646"
"01451","HARVARD","MA","42.4985","-71.5819","","4747"
"01452","HUBBARDSTON","MA","42.4842","-72.0112","","4382"
"01453","LEOMINSTER","MA","42.5245","-71.7722","","40883"
"01460","LITTLETON","MA","42.5380","-71.4850","","8924"
"01462","LUNENBURG","MA","42.5871","-71.7209","","10086"
"01463","PEPPERELL","MA","42.6655","-71.5994","","11497"
"01464","SHIRLEY","MA","42.5795","-71.6445","","7211"
"01467","STILL RIVER","MA","42.4844","-71.6290","P","316"
"01468","TEMPLETON","MA","42.5432","-72.0669","","4021"
"01469","TOWNSEND","MA","42.6596","-71.7023","","6801"
"01470","GROTON","MA","42.6112","-71.5752","U","0"
"01471","GROTON","MA","42.6112","-71.5752","U","0"
"01472","WEST GROTON","MA","42.6006","-71.6302","P","0"
"01473","WESTMINSTER","MA","42.5595","-71.9087","","7277"
"01474","WEST TOWNSEND","MA","42.6697","-71.7434","","2125"
"01475","WINCHENDON","MA","42.6609","-72.0489","","10270"
"01501","AUBURN","MA","42.1957","-71.8461","","16075"
"01503","BERLIN","MA","42.3842","-71.6294","","2866"
"01504","BLACKSTONE","MA","42.0395","-71.5307","","9026"
"01505","BOYLSTON","MA","42.3540","-71.7174","","4355"
"01506","BROOKFIELD","MA","42.1945","-72.1038","","3390"
"01507","CHARLTON","MA","42.1318","-71.9732","","12981"
"01508","CHARLTON CITY","MA","42.1476","-71.9982","P","0"
"01509","CHARLTON DEPOT","MA","42.1733","-71.9794","P","0"
"01510","CLINTON","MA","42.4132","-71.6913","","13606"
"01515","EAST BROOKFIELD","MA","42.2073","-72.0489","","2183"
"01516","DOUGLAS","MA","42.0546","-71.7547","","8500"
"01518","FISKDALE","MA","42.1065","-72.1140","","2974"
"01519","GRAFTON","MA","42.2030","-71.6811","","6595"
"01520","HOLDEN","MA","42.3338","-71.8533","","13997"
"01521","HOLLAND","MA","42.0645","-72.1684","","2481"
"01522","JEFFERSON","MA","42.3764","-71.8723","","3310"
"01523","LANCASTER","MA","42.4721","-71.6676","","7582"
"01524","LEICESTER","MA","42.2401","-71.9188","","6696"
"01525","LINWOOD","MA","42.0973","-71.6455","P","290"
"01526","MANCHAUG","MA","42.0945","-71.7482","P","0"
"01527","MILLBURY","MA","42.1908","-71.7795","","13246"
"01529","MILLVILLE","MA","42.0395","-71.5773","","3190"
"01531","NEW BRAINTREE","MA","42.3205","-72.1295","","999"
"01532","NORTHBOROUGH","MA","42.3301","-71.6352","","14155"
"01534","NORTHBRIDGE","MA","42.1362","-71.6427","","5631"
"01535","NORTH BROOKFIELD","MA","42.2689","-72.0829","","4680"
"01536","NORTH GRAFTON","MA","42.2248","-71.6893","","6888"
"01537","NORTH OXFORD","MA","42.1629","-71.8912","","2248"
"01538","NORTH UXBRIDGE","MA","42.0878","-71.6417","P","0"
"01540","OXFORD","MA","42.1215","-71.8540","","11291"
"01541","PRINCETON","MA","42.4569","-71.8908","","3413"
"01542","ROCHDALE","MA","42.2013","-71.9108","","2202"
"01543","RUTLAND","MA","42.3831","-71.9616","","7973"
"01545","SHREWSBURY","MA","42.2868","-71.7136","","35299"
"01546","SHREWSBURY","MA","42.2959","-71.7134","U","0"
"01550","SOUTHBRIDGE","MA","42.0676","-72.0440","","16719"
"01560","SOUTH GRAFTON","MA","42.1748","-71.6798","","4527"
"01561","SOUTH LANCASTER","MA","42.4444","-71.6876","P","330"
"01562","SPENCER","MA","42.2480","-71.9907","","11688"
"01564","STERLING","MA","42.4393","-71.7766","","7808"
"01566","STURBRIDGE","MA","42.1016","-72.0798","","6294"
"01568","UPTON","MA","42.1761","-71.6045","","7480"
"01569","UXBRIDGE","MA","42.0625","-71.6437","","13569"
"01570","WEBSTER","MA","42.0582","-71.8481","","16767"
"01571","DUDLEY","MA","42.0597","-71.9368","","11390"
"01581","WESTBOROUGH","MA","42.2662","-71.6092","","18272"
"01583","WEST BOYLSTON","MA","42.3591","-71.7824","","7591"
"01585","WEST BROOKFIELD","MA","42.2276","-72.1646","","4554"
"01586","WEST MILLBURY","MA","42.1756","-71.8027","P","0"
"01588","WHITINSVILLE","MA","42.1257","-71.6641","","9733"
"01590","SUTTON","MA","42.1354","-71.7558","","8875"
"01601","WORCESTER","MA","42.2627","-71.8028","P","0"
"01602","WORCESTER","MA","42.2744","-71.8478","","22819"
"01603","WORCESTER","MA","42.2447","-71.8448","","19916"
"01604","WORCESTER","MA","42.2492","-71.7649","","34677"
"01605","WORCESTER","MA","42.2889","-71.7958","","26221"
"01606","WORCESTER","MA","42.3133","-71.7963","","19077"
"01607","WORCESTER","MA","42.2254","-71.7872","","8351"
"01608","WORCESTER","MA","42.2586","-71.8030","","3888"
"01609","WORCESTER","MA","42.2876","-71.8307","","22421"
"01610","WORCESTER","MA","42.2426","-71.8104","","23945"
"01611","CHERRY VALLEY","MA","42.2352","-71.8769","","2242"
"01612","PAXTON","MA","42.3152","-71.9345","","4845"
"01613","WORCESTER","MA","42.2627","-71.8028","P","0"
"01614","WORCESTER","MA","42.2627","-71.8028","P","0"
"01615","WORCESTER","MA","42.2627","-71.8028","P","0"
"01653","WORCESTER","MA","42.2627","-71.8028","U","0"
"01655","WORCESTER","MA","42.2627","-71.8028","","0"
"01701","FRAMINGHAM","MA","42.3232","-71.4352","","31217"
